Year,Month,Day,Hour,Electronics_Laptops,Electronics_Smartphones,Electronics_Headphones,Clothing_Men_Shirts,Clothing_Women_Dresses,Clothing_Kids_Pants,Home_Appliances_Refrigerators,Home_Appliances_Washers,Home_Decor_Curtains,Home_Decor_Rugs,Beauty_Makeup,Beauty_Skincare,Sports_Outdoor_Gear,Sports_Fitness_Equipment,Toys_Dolls,Online_Traffic,Store_Traffic,Marketing_Spend,Cost,Profit_Margin,Customer_Age_Group,Customer_Region,Holiday_Flag,Toys_Educational,Food_Beverages_Snacks,Food_Beverages_Organic,Automotive_Accessories,Automotive_Replacement_Parts
2022,6,22,8,1181.1,961.72,78.88,36.72,43.39,30.13,1934.84,840.28,89.63,36.45,15.69,50.05,101.27,127.32,8.67,404.05,142.16,173.36,903.05,24.6,28,South,0,78.19,26.93,13.2,160.89,354.71
2022,6,22,9,481.6,1297.54,126.16,76.75,107.11,22.99,725.09,759.1,60.74,98.66,11.99,17.51,75.31,581.75,34.27,315.08,354.91,424.3,302.62,7.56,28,East,0,74.79,18.41,21.45,183.68,72.74
2022,6,22,10,188.88,864.87,380.56,59.34,131.98,12.39,309.1,608.35,99.56,185.56,41.44,47.75,295.09,259.09,17.34,310.34,224.56,137.78,276.15,10.95,26,West,0,59.16,17.2,16.28,136.22,382.09
2022,6,22,11,867.9,859.23,332.85,5.53,33.81,39.39,1443.91,931.82,75.66,153.31,12.44,18.59,157.85,141.03,34.61,399.65,53.73,325.17,363.02,11.83,22,North,0,23.93,3.67,30.71,169.34,534.13
2022,6,22,12,638.77,1139.4,179.46,21.94,166.96,28.54,1526.37,396.08,77.66,107.19,11.11,23.77,286.37,483.91,28.76,453.59,323.65,345.6,852.62,12.36,68,North,0,115.3,18.23,15.09,186.53,85.31
2022,6,22,13,1107.82,843.73,180.53,71.74,44.02,25.2,1631.38,814.89,15.91,189.76,43.57,32.23,76.9,241.11,30.06,545.47,184.78,292.06,883.45,22.98,43,West,0,66.61,13.24,13.11,70.47,189.1
2022,6,22,14,751.9,494.6,68.96,69.97,90.97,37.59,902.57,626.1,88.3,92.11,22.99,71.25,62.19,235.43,6.95,674.13,300.23,318.43,743.06,13.15,51,North,0,66.32,4.33,8.5,223.33,128.65
2022,6,22,15,1067.96,786.17,360.23,110.23,108.22,6.93,1093.7,789.25,83.37,80.41,34.35,103.34,149.92,201.71,41.87,458.76,138.27,324.23,359.15,13.1,27,North,0,28.73,21.6,19.75,56.22,84.79
2022,6,22,16,1994.8,1285.42,98.2,20.08,66.59,38.59,352.49,750.89,22.85,58.39,40.7,11.26,237.24,256.01,23.43,668.54,123.83,218.87,441.3,15.95,46,East,0,23.96,13.68,6.65,76.38,152.7
2022,6,22,17,1164.39,831,89.78,60.62,91.14,20.69,1881.45,604.92,107,251.92,30.53,61.04,347.71,425.83,14.67,716.96,401.2,151.37,768.37,15.58,44,South,0,47.73,6.61,24.52,147.97,391.01
2022,6,22,18,896.5,365.26,199.56,78.58,82.23,13.63,1180.05,527.57,65.06,111.24,55.28,84.94,183.55,257.18,10.31,616.04,470.76,229.85,950.95,15.28,25,East,0,27.78,7.1,15.9,90.11,247.53
2022,6,22,19,861.36,380.13,146.4,38,68.72,53.2,1829.43,163.02,155.27,40.83,46.32,66.53,177.29,422.3,50.39,568.75,453.65,158.26,858.3,5.54,55,East,0,108.17,6.46,14.45,94.29,338.26
2022,6,22,20,1282.09,723.71,186.48,56.71,84.7,21.96,1278.82,575.15,76.3,115.95,24.56,44.58,321.87,325.07,20.24,398.5,238.86,127.72,278.21,20.63,64,South,0,47.13,4.21,16.09,165.21,284.78
2022,6,22,21,589.06,882.23,66.32,76.25,34.41,33.15,584.48,728.39,63.49,233.57,21.69,76.56,262.72,19.57,75.02,447.6,314.8,474.73,611.1,15.91,64,West,0,48.16,7.16,7.64,205.61,287.29
2022,6,22,22,1113.1,128.59,236.93,41.26,91.44,73.79,784.85,463.32,12.06,83.34,51.05,89.69,144.94,111.2,45.91,412.52,292.6,134.95,546.91,12.75,68,North,0,34.13,17.67,8.37,121.04,368.24
2022,6,22,23,1078.02,1006.2,70.2,73.19,40.84,12.44,1907.13,657.04,27.25,124.09,28.76,71.39,286.06,147.25,27.96,419.38,418.85,142.15,956.01,13.08,52,East,0,68.81,1.18,1.92,120.76,156.37
2022,6,23,0,958.14,574.79,338.3,62.01,97.72,19.69,1082.96,861.64,19.54,49,24.68,65.73,347.39,595.17,18.08,585.86,337.08,182.38,765.09,7.52,43,South,1,60.78,9.7,9.23,48.36,330.64
2022,6,23,1,1373.58,1143.17,87.87,51.3,49.4,24.19,1838.68,603.05,73.43,139.8,53.19,17.2,232.5,365.75,16.93,318.96,326.67,469.87,269.27,13.63,66,South,0,23.58,23.96,21.59,131.57,410.59
2022,6,23,2,1760.67,679.35,150.98,22.78,44.22,14.49,1020.29,742.65,94.53,175.32,47.88,94.02,69.24,453,28.39,423.47,269.13,240.83,216.63,20.48,56,West,0,38.46,1.88,10.02,74.09,396.71
2022,6,23,3,726.43,479.43,296.06,21.73,156.69,13.01,841.42,372.67,50,200.04,19.23,63.81,81.97,129.07,41.63,659.17,354.73,416.6,854.33,7.56,69,North,0,107.32,10.01,5.86,72.54,294.49
2022,6,23,4,721.96,574.83,128.22,42.36,67.34,68.2,1026.65,432.44,24.57,96.18,7.41,143.83,58.89,632.57,25.34,498.05,329.5,183.06,658.23,5.49,66,East,1,31.53,23.28,8.18,125.38,472.37
2022,6,23,5,846.91,299.03,52.77,68.67,120.3,15.31,552.52,337.08,23.7,53.73,37.01,50.33,121.12,456.52,42.75,362.64,227.53,401.58,852.08,10.42,44,North,0,100.4,5.76,21.64,118.41,98.57
2022,6,23,6,1483.11,336.75,174.9,29.77,139.03,34.83,1853.56,289.87,66.74,70.69,7.95,37.24,230.28,133.85,11.5,641.11,388.61,151.11,769.1,17.06,64,South,0,73.63,3.99,26.85,95.09,377.16
2022,6,23,7,494.12,265.92,246.24,75.19,80.14,15.26,1454.53,475.1,50.52,36,12.69,24.11,152.42,568.67,28.17,389.19,353.57,453.1,487.5,18.05,54,East,0,74.67,14.9,23.34,93.19,417.42
2022,6,23,8,1487.89,606.82,70.57,24.83,80.89,25.11,1068.55,627.14,99.89,185.39,28.12,107.88,135.82,71.52,26.45,525.33,152.71,387.16,425.71,9.69,28,North,0,122.49,4.91,17.69,135.63,360.08
2022,6,23,9,1012.24,389.38,299.85,49.84,155.24,21.02,2654.33,632.27,75.21,209.73,8.24,69.01,161.09,92.1,35.02,547.11,263.21,176.79,560.38,7.93,23,West,0,19.38,28.92,20.59,140.24,81.37
2022,6,23,10,861.64,439.71,93.3,73.21,98.75,36.03,704.58,407.34,31.52,217.02,26.11,173.58,190.94,322.46,8.99,341.64,237.98,476.71,418.42,23.24,26,North,1,35.55,2.8,8.74,114.9,345.08
2022,6,23,11,2254.16,1078.68,54.15,45.84,89.68,41.18,2552.01,485.01,57.85,108.14,14.43,40.11,264.23,608.47,19.49,595.29,328.6,122.09,473.9,20.71,66,East,0,123.29,15.6,18.21,215.15,262.58
2022,6,23,12,872.97,394.33,86.09,42.14,76.56,22.03,1177.1,424.08,52.5,150.26,20.69,100.06,113.92,119.87,48.24,596.82,394.81,499.75,298.97,17.22,45,East,0,109.39,15.38,5.36,151.8,376.09
2022,6,23,13,794.03,376.61,58.02,103.67,33.92,32.36,1216.89,673.24,64.96,92.84,33.34,41.34,298.57,480.11,13.06,529.34,183.7,204.95,807.38,13.94,62,South,0,60.23,10.87,37.61,184.48,325.08
2022,6,23,14,841.15,971.05,175.31,30.93,29.39,29.83,820.94,572.36,29.53,31.24,15.25,92.94,165.88,379.58,23.43,484.85,328.56,119.78,730.68,24.54,32,West,0,45.02,20.93,4.36,133.21,118.87
2022,6,23,15,725.47,516.19,153.09,29.97,99.06,35.26,840.04,378.54,18.83,249.29,43.99,120.35,56.69,286.7,29.66,605.27,328.61,243.09,848.78,9.05,56,West,0,79.23,10.23,7.37,53.73,76.65
2022,6,23,16,366.67,470.95,112.23,31.88,48.6,40.61,2273.78,543.05,85.91,126.81,15.14,175.59,179,264.36,36.99,786.25,163.3,435.3,940.2,17.24,48,East,0,59.54,3.64,6.44,39.46,157.24
2022,6,23,17,1424.12,452.87,279.53,36.11,92,58.09,803.76,520.07,112.3,318.29,33.85,100.29,163.47,129.53,52.49,592.59,329.19,485.01,479.69,24.39,58,West,0,43.59,8.61,10.35,88.02,120.21
2022,6,23,18,610.38,969.56,222.34,28.87,163.64,40.32,2730,261.77,123.12,135.6,20.08,13.19,316.54,296.61,18.06,323.4,364.07,450.8,335.08,11.29,59,West,0,82.23,12.35,29.99,61.18,111.1
2022,6,23,19,1371.39,553.58,61.86,30.14,25.13,13.28,1080.48,594.23,157.17,130.03,15.04,13.09,91.37,511.52,14.22,532.72,510.35,327.98,282.61,13,66,North,0,21.41,3.24,22.5,102.41,132.95
2022,6,23,20,210.79,272.33,301.19,71.35,90.25,16.13,1647.36,546.57,24.51,245.51,56.46,38.35,171.43,250.34,34.99,361.27,223.28,236.11,602.04,8.66,38,West,0,92.01,5.35,30.29,125.17,116.59
2022,6,23,21,369.64,856.77,94.7,36.46,115.23,52.83,2412.69,733.76,51.46,204.79,18.2,84.03,67.27,244.3,35.5,529.23,334.84,143.48,682.98,7.12,27,West,0,115.91,5.31,17.98,164.94,317.59
2022,6,23,22,1432.86,782.68,99.47,53.6,129.83,38.18,1426.86,291.23,90.34,128.86,6.59,95.65,100.58,102.77,17.98,622.02,338.91,192.48,815.07,14.39,30,North,0,9.56,20.77,15.84,86.55,301.83
2022,6,23,23,1625.08,644.36,219.91,103.21,132.46,61.08,546.94,388.49,75.08,60.74,54.18,20.39,84.68,495.25,31.48,443.58,261.08,298.48,380.35,24.83,18,South,0,67.42,2.89,46.92,139.61,531.93
2022,6,24,0,962.14,538,65.78,61.87,91.02,37.27,1092.98,374.5,121.45,115.27,23.73,67.37,180.6,221.22,55.09,363.04,370.66,411.69,664.12,16.25,39,East,0,10.47,6.22,14.04,112.06,193.39
2022,6,24,1,1824.95,384.71,95.55,30.02,44.26,35.86,2315.88,892.43,83.54,173.51,14.57,42.63,85.13,392.34,21.41,461.33,302.46,339.45,908.88,13.32,30,South,0,37,8.36,21.86,178.55,336.75
2022,6,24,2,665.53,438.88,229.36,74.18,51.72,37.83,549.98,141.62,38.29,80.94,38.27,16.74,219.79,195.56,8.49,349.38,280.42,168.75,737.84,5.24,45,South,0,121.75,10.61,16.83,45.49,240.29
2022,6,24,3,1815.57,1119.11,275.36,82.77,64.42,12.49,956.6,197.64,89.56,128.4,24.55,197.12,227.18,162.83,47.28,360.39,361.51,125.83,817.21,7.34,53,North,0,77.11,11.03,7.15,44.7,298.52
2022,6,24,4,1695.39,459.55,328.63,44.31,151.5,58.04,1459.86,798.83,75.09,90.29,43.91,33.6,46.68,173.04,26.74,559.93,358.93,319.08,403.48,12.35,50,East,0,31.39,3.13,15.98,201,160.05
2022,6,24,5,956.14,333.25,149.91,53.07,111.66,21.18,658.03,829.62,58.49,217.54,33.34,97.27,142.25,143.1,27.18,450.68,138.01,386.94,258.56,16.97,40,North,0,57.59,7.82,6.83,142.7,179.59
2022,6,24,6,1235.93,743.66,301.75,94.33,221.73,45.28,697.53,214.9,34.11,95.33,39.87,150.25,258.96,116.93,17.42,538.49,403.18,391.49,676.04,18.17,21,North,0,72.87,15.54,23.04,262.78,284.86
2022,6,24,7,1140.42,868.9,423.39,41.26,28.57,49.27,749.76,369.84,32.44,172.6,64.07,42.54,61,281.31,10.01,749.99,214.78,417.69,287.55,10.71,54,West,0,46.19,14.95,9.9,164.9,269.53
2022,6,24,8,1127.35,620.37,154.24,109.29,41.36,15.84,1046.25,552.87,42.51,163.72,19.24,76.66,145.71,72.46,10.29,608.4,451.62,456.71,213.68,23.57,40,North,0,29.52,7.17,1.17,124.29,236.04
2022,6,24,9,998.52,1134.55,55.48,31.86,103.73,21.86,2047.47,465.88,68.53,55,25.48,62.94,334.34,352.53,34.68,448.53,233.35,265.75,468.3,7.01,34,East,0,79.56,16.9,30.64,94.03,84.46
2022,6,24,10,1125.57,645.71,226.91,19.09,82.22,12.4,722.71,348.19,95.71,155.24,10.26,24.52,237.52,56.37,32.3,409.22,297.76,347.69,295.61,5.94,42,East,0,8.45,8.27,16.77,167.45,455.72
2022,6,24,11,1337.69,703.78,361.74,46.99,27.99,9.12,549.39,305.06,133.25,67.67,55.9,74.34,229.57,465.37,38.4,835.98,239.7,114,432.56,6.74,41,South,0,80.79,4.32,14.37,86.31,122.79
2022,6,24,12,1307.9,720.14,107.45,63.13,57.43,73.53,1444.78,794.42,5.91,113.67,9.9,41.8,172.84,286.89,18.01,259.73,362.29,162.61,565.06,13.03,43,North,0,48.97,5.4,22.53,59.59,179.7
2022,6,24,13,708.9,724.68,122.42,55.27,176.34,21.71,1246.07,294.97,33.85,103.67,6.22,116.3,122.04,277.45,26.49,607.91,377.92,217.39,652.17,15.62,26,South,0,58.23,10.33,7.16,77.64,194.76
2022,6,24,14,1677.85,766.16,61.49,44.19,44.99,19.74,629.39,520.21,65.47,35.77,9.83,92.61,81.32,203.91,25.65,606.71,493.74,410.24,982.29,6.18,41,South,0,27.84,11.79,33.47,251.88,123.18
2022,6,24,15,1101.94,629.35,189.49,72.87,92.67,20.07,712.89,506.67,25.62,109.98,7.33,114.36,249.04,382.07,65.91,762.52,250.79,189.85,824.88,9.29,69,South,0,37.21,17.23,19.89,51.41,118.28
2022,6,24,16,482.7,1391.02,172.16,42.91,75.32,24.12,688.48,882.33,95.6,44.03,34.38,175.51,84.79,125.94,53.76,484.65,257.28,262.09,379.54,20.5,66,North,0,79.39,5.19,23.78,226.88,355.2
2022,6,24,17,1460.12,403.32,293.14,23.19,83.54,68.07,1393.87,424.45,69.73,79.36,16.74,11.04,22.09,184.66,34.48,530.07,288.91,381.04,856.17,22.97,32,West,1,95.31,4.51,38.47,57.61,85.13
2022,6,24,18,1244.32,464.8,320.34,69.76,50.77,5.5,785.12,803.72,35.6,220.08,27.98,7.29,181.37,178.21,40.31,356.33,442.93,474,598.97,10.59,50,South,0,25.95,16.84,19.01,126.49,208.56
2022,6,24,19,1406.48,297.01,261.72,11.57,87.09,45.35,1010.16,550.31,44.11,98.51,41.8,96.02,188.79,425.33,16.07,926.4,228.98,216.81,730.29,20.78,65,South,0,54.92,16.04,4.96,200.12,271.1
2022,6,24,20,1991.33,516.75,171.87,30.19,50.05,27.86,2752.04,440.2,23.3,79.3,74.31,131.61,354.25,455.83,21.77,655.57,150.45,394.71,443.89,12.9,19,North,0,38.57,6.53,24.97,51.6,235.45
2022,6,24,21,612.09,1225.58,83.06,102.06,73.21,35.2,927,323.77,67.96,111.91,18.14,38.22,158.54,246.32,52.97,581.58,316.27,487.22,394.47,14.97,30,East,0,122.79,11.41,10.21,145.3,333.37
2022,6,24,22,486.62,981.33,47.69,66.73,77.56,56.66,1758.1,403.69,34.05,177.55,60.98,42.65,114.85,441.03,39.34,441.25,205.1,447.53,885.88,18.71,26,North,0,98.02,25.9,5.48,147.12,202.72
2022,6,24,23,1666.36,935.66,75.74,34.57,180.07,33.03,453.54,710.48,41.12,62.65,20.51,6.53,190.52,746.56,41.25,556.52,309.44,436.85,403.62,6.23,62,East,0,34.58,21.92,19.1,195.48,94.56
2022,6,25,0,937.29,190.38,150.88,106.56,37.02,2.18,698.71,525.56,61.15,216.18,58.87,83.8,194.3,300.93,33.84,442.74,333.04,238.88,693.95,9.55,61,South,0,61.81,2.34,7.67,60.81,166.44
2022,6,25,1,1058.6,1361.86,247.46,84.93,103.09,38.78,2873.06,772.14,58.46,128.04,29.54,73.03,51.26,435.26,25.18,646.49,320.54,364.21,223.66,23.68,32,East,0,48.53,12.35,9.44,165.19,116.51
2022,6,25,2,288.24,792,204.5,64.3,106.97,44.35,1109.3,873.77,56.75,95.68,6.1,50.01,204.8,634.87,38.42,543.78,216.47,114.75,350.73,7.65,51,South,0,19.05,14.43,6.52,60.1,61.53
2022,6,25,3,577.34,1241.64,172.07,53.93,29.41,48.25,1178.02,820.59,19.7,63.41,18.76,30.43,175.87,303.17,24.56,607.53,264.01,194.82,644.13,17.34,55,East,0,63.07,3.29,12.42,118.56,180.34
2022,6,25,4,967.73,1608.38,53.89,13.44,61.62,32.4,1323.1,642.75,49.75,185.23,26.79,74.89,250.17,135.72,26.2,617.44,400.99,420.72,881.9,10.81,22,West,0,18.65,21.88,17.52,78.56,165.82
2022,6,25,5,467.49,666.61,154.01,40.07,105.41,38.07,128.35,406.25,63.01,185.23,9.56,4.58,54.28,131.16,10.8,721.85,374.75,462.08,754.7,14.61,56,North,0,44.17,9.05,8.58,42.2,274.28
2022,6,25,6,576.74,747.57,212.47,28.3,104.13,22.08,1042.35,308.48,36.4,81.98,6.66,178.25,86.24,271.94,14.27,469.5,147.49,239.51,379.21,11.99,53,South,0,56.52,9.42,23.65,122.76,358.58
2022,6,25,7,598.26,897.58,90.85,22.76,179.46,10.42,1117.13,268.32,57.35,93.85,53.85,30.67,231.09,466.1,29.91,486.65,357.42,250.76,556.34,9.46,67,North,0,44.37,13.08,24.17,79.35,381.33
2022,6,25,8,698.73,960.8,218.84,87.42,91.78,28.32,1052.74,502.51,28.29,44.71,27.28,166.02,163.86,441.54,6.67,576.61,229.25,171.85,446.84,14.57,31,South,0,30.97,8.06,5.2,125.27,468.82
2022,6,25,9,1705.16,1066.37,97.53,75.4,44.3,10.05,880.44,967.52,55.61,173.01,27.68,70.46,336.61,268.44,21.89,200.39,384.32,219.37,600.27,7.01,45,West,0,76.72,9.39,5.64,90.6,189.6
2022,6,25,10,1094.05,1291.76,237.74,47.27,193.15,27.19,2049.38,340.63,25.5,254.3,7.55,27.65,242.16,473.64,14.07,304.37,482.09,481.24,756.79,22.42,64,North,0,50.4,15.65,11.46,78.07,212.8
2022,6,25,11,1780.8,398.85,224.74,33.15,2.75,46.63,577.66,339.28,25.41,141.1,23.47,28.11,25.92,527.56,45.37,555.88,321.53,234.19,828.28,14.92,34,North,0,101.1,3.14,8.84,65.14,265.16
2022,6,25,12,830.75,516.95,144.04,60.02,119.6,14.53,1260.63,487.71,113.7,108.32,26.43,35.8,92.16,166.21,42.37,92.8,245.21,459.65,350.16,12.47,25,North,0,44.02,9.76,13.15,233.29,450.57
2022,6,25,13,727.83,549.44,144.47,23.32,101.89,12.59,1766.62,378.75,72.4,144.33,38,27.24,74.41,195.64,31.06,585.85,322.21,385.19,688.54,13.41,51,North,0,40.23,4.96,36.83,185.47,114.48
2022,6,25,14,1481.87,639.02,166.8,27.94,67.81,45.9,1522.82,483.02,39.94,126.43,29.05,36.98,265.31,509.56,14.47,444.7,125.63,155.94,230.31,16.32,58,East,0,37.86,17.11,5.99,74.72,97.02
2022,6,25,15,807.49,1170.92,363.6,77.61,27.36,71.18,950.59,326.69,66.34,126.72,13.3,138.02,98.9,227.62,44.09,463.88,270.83,487.94,659.16,20.87,54,West,0,41.15,15.01,24.89,141.57,320.33
2022,6,25,16,1504.55,264.14,332.3,28.9,174.65,26.86,1120.29,632.23,80.94,71.59,16.57,27.39,95.13,185.28,47.77,754.64,437.7,473.37,816.35,18.2,27,South,0,96.09,6.68,4.21,171.38,89.71
2022,6,25,17,1566.43,414.66,162.03,41.46,143.28,50.61,1497.62,479.9,67.61,353.3,40.1,168.37,267.26,144.92,15.01,494.51,219.39,272.74,805.65,24.79,32,East,0,54.76,8.12,17.69,116.51,465.65
2022,6,25,18,1878.49,1144.55,218.75,92.07,95.93,35.86,759.72,415.56,104.21,121.38,9.01,56.75,56.73,335.58,47.17,588.67,429.68,373.37,631.87,20.57,66,South,0,77.44,14.99,4.64,165.92,287.43
2022,6,25,19,1266.05,381.14,67.43,81.52,117.41,12.9,1309.22,466.7,66.99,181.59,48.33,93.71,170.44,414.58,17.8,607.56,271.25,160.68,903.08,22.85,43,West,0,54.17,12.13,28.08,96.5,329.53
2022,6,25,20,841.72,696.85,252.46,51.46,80.63,9.41,1253.03,559.62,38.81,121.12,35.26,70.63,181.43,125.15,25.13,572.03,180.86,410.32,281.05,7.1,40,South,0,42.24,2.33,7.67,136.85,363.05
2022,6,25,21,711.73,1152.96,224.17,94.01,31.23,23.29,1794.16,439.45,101.86,45.49,24.83,27.42,121.19,285.23,24.11,413.28,481.89,493.24,512.28,20.65,63,West,0,20.87,10.04,13.78,172.05,218.53
2022,6,25,22,1179.51,478,259.93,14.24,151.25,48.36,1148.86,803.5,85.24,135.24,7.85,148.51,165.85,357.7,12.26,705.61,107.91,146.71,468.33,21.17,64,South,0,36.1,9.23,2.89,132.52,356.04
2022,6,25,23,574.34,709.47,79.29,22.46,42.29,28.44,1384.21,456.07,79.59,151.42,12.17,82.56,210.27,351.73,24.46,483.68,277.05,247.99,347.04,18.17,67,North,0,65.29,6.39,17.98,110.43,488.97
2022,6,26,0,897.9,599.92,92.35,64.78,19.95,73.61,1374.78,309.12,27.69,62.67,42.72,73.4,78.88,118.75,46.21,655,325.75,433.45,249.84,8.17,61,South,0,51.58,21.95,13.81,101,443.38
2022,6,26,1,1138.43,749.6,338.2,60.23,134.02,46.45,1664.07,340.68,21.53,223.94,41.95,16.98,84.81,293.15,36.96,453.46,260.13,192.54,399.2,5.53,61,West,0,39.02,14.15,8.05,168.36,93.16
2022,6,26,2,1225.5,858.71,260.13,41.88,33.01,41,1375.78,908.54,67.21,172.54,56.71,67.51,165.31,168.1,27.46,737.89,447.73,147.43,621.91,21.99,51,West,0,40.05,7.21,15.59,110.97,263.27
2022,6,26,3,1580.99,1141.71,183.8,46.73,37.46,9.65,809.57,822.25,12.41,91.58,44.64,133.97,227.71,92.71,20.44,720.25,321.58,340.31,331.99,11.02,27,South,0,28.38,13.82,35.97,68.94,259.93
2022,6,26,4,1218.39,999.12,200.92,36.39,61.83,43.39,441.03,901.06,35.6,152.59,3.85,194.89,67.24,446.97,44.93,336.61,190.84,243.04,268.62,13.96,67,East,0,35.6,10.11,7.62,139.99,289.06
2022,6,26,5,771.49,939.71,55.06,27.62,122.87,71.97,1439.9,1233.89,12.87,99.09,22.27,11.94,71.83,227.13,16.02,316.8,221.94,499.33,248.84,7.02,27,North,0,88.64,5.58,31.53,185.79,114.85
2022,6,26,6,1593.12,775.67,87.61,70.75,30.02,37.84,764.25,469.84,90.43,34.11,25.25,96.9,117.61,210.44,13.08,678.27,474.07,350.96,615.94,9.7,36,East,0,9.44,3.77,8.64,74.21,164.66
2022,6,26,7,2044.06,505.74,206.69,22.93,40.29,43.06,1112.89,363.04,52.04,179.98,8.2,14.46,218.25,236.89,34.5,337.09,417.54,245.21,608.37,14.61,52,South,0,116.89,13.25,8.15,71.91,172.75
2022,6,26,8,1450.84,475.31,342.38,22.45,74.44,49.25,1538.97,283.4,90.51,91.79,27.53,106.93,160.53,544.17,34.02,569.87,155.28,465.96,604.46,5.69,62,South,1,66.62,3.04,19.58,113.32,261.97
2022,6,26,9,573.28,487.57,101.26,40.37,24.97,14.45,1333.6,690.47,150.13,194.43,39.5,98.53,172.07,447.33,51.89,573.9,210.42,135.46,654.74,20.48,69,West,0,54.93,12.43,18.5,181.57,140.75
2022,6,26,10,923.99,938.56,199.43,111.83,146.19,52.26,846.17,723.38,34.22,180.65,75.52,175.78,137.76,388.6,12.04,491.28,318.55,493.62,967.78,8.91,60,South,0,20.62,2.48,10.39,50.3,474.37
2022,6,26,11,916.71,1023.65,56.76,39.47,29.44,27.41,863.63,930.72,55.09,128.44,16.25,78.02,153.54,258.51,16.06,532.42,327.52,155.85,673.52,15.07,67,West,0,52.95,11.11,10.06,131.82,117.46
2022,6,26,12,1098.61,1170.21,138.66,53.68,210.41,56.22,1338.72,1225.43,87.54,110.09,44.48,153.59,163.08,318.07,25.75,435.28,416.1,395.05,385.05,6.7,34,West,0,17.43,4,24.54,154.48,138.88
2022,6,26,13,187.51,314.1,277.49,56.53,154.42,38.22,981.35,562.94,47.05,150.3,18.46,27.97,61.07,340.63,28.01,616.99,282.39,155.26,689.65,11.42,61,North,0,52.08,3.74,32.72,109.49,533.06
2022,6,26,14,1144.64,623.13,175.16,55.84,127.63,13.71,954.22,998.6,72.28,72.57,52.65,17.68,273.46,319.89,38.84,632.94,78.87,227.93,870.58,23.51,34,West,0,73.1,2.58,32.66,77.08,117.91
2022,6,26,15,1906.14,438.68,249.42,87.61,103.81,26.91,2185.14,898.15,68.85,172.92,19.04,90.74,190.02,176.42,29.15,405.74,324.44,151.81,443.7,14.12,47,West,0,80.68,7.75,11.08,107.69,221.1
2022,6,26,16,1021.3,890.5,181.35,98.38,178.76,10.2,1463.26,415.03,60.71,172.26,16.14,145.28,96.15,258.89,14.97,505.49,87.63,499.04,676.14,8.74,24,East,0,52.86,12.03,15.12,138.53,239.5
2022,6,26,17,1257.79,426.94,319.99,36.97,96.69,10.96,1902.11,858.71,32.81,112.49,29.51,79.54,135.09,451.3,8.07,419.13,352.72,486.79,252.62,8.76,64,East,0,58.29,17.31,21.35,92.33,139.47
2022,6,26,18,2038.91,264.84,184.11,53.83,88.75,29.92,2229.02,447.63,46.24,131.33,28.32,89.04,133.08,257.28,24.96,424.08,210.59,377.08,733.3,19.95,50,West,0,122.12,6.62,15.12,71.55,50.01
2022,6,26,19,650.86,409.53,104.92,30.3,83.43,27.06,1073.93,286.14,31.09,89.62,13.04,127.14,252.71,449.97,17.45,508.16,144.59,301.12,915,17.83,41,North,0,44.69,10.53,15.52,250.4,486.27
2022,6,26,20,1313.85,1171.86,169.02,78.81,128.7,29.35,756.34,112.23,42.28,86.41,53.49,71.08,87.67,140.5,9.64,523.2,342.31,172,805.31,23.83,33,South,0,28.93,8.42,20.9,104.34,210.36
2022,6,26,21,1570.21,1059.51,101.62,57.11,54.45,45.74,1957.38,801.38,29.59,65.66,52.12,20.35,320.73,425.49,14.52,724.37,429.39,472.53,843.35,15.06,38,West,0,8.41,2.68,35.83,137.44,102.06
2022,6,26,22,1636.1,371.75,266.04,72.31,75.55,43.16,1705.17,649.83,38.59,135.69,39.19,110.35,78.12,204.98,16.72,324.48,325.86,474.52,853.23,22.47,27,East,0,40.04,12.84,10.68,71.68,69.95
2022,6,26,23,1356.89,608.87,170.86,28.82,61.62,48.63,410.38,992.88,72.84,110.85,41.35,26.63,181.8,148.09,45.18,391.51,405.2,424.07,205.27,6.8,42,North,0,92.19,9.4,8.62,187.35,224.47
2022,6,27,0,1609.57,862.07,138.33,63.61,49.03,12.43,921.87,477.09,23.44,218.55,6.83,75.07,149.86,240.03,16.33,518.66,374.74,209.25,270.66,17.18,35,South,0,83.78,9.35,7.14,227.4,506.61
2022,6,27,1,520.17,1392.48,89.7,29.19,132.16,75.7,1188.96,604.19,58.68,131.35,39.83,109.33,190.6,447.59,15.36,646.27,386.98,114.28,616.58,23.59,34,West,0,43.89,8.84,14.54,211.08,284.89
2022,6,27,2,617.54,1038.1,34.37,32.91,64.14,20.92,2666.86,1060.94,57.78,40.61,13.23,14.27,179.66,561.29,24.98,503.91,335.29,485.3,990.3,22.13,60,East,0,82.28,8.3,10.95,119.12,151.78
2022,6,27,3,610.05,582.57,89.89,65.7,80.22,59.4,1756.72,475.32,71.65,227.95,8.05,20.04,295.19,229.26,29.13,447.95,378.74,456.86,745.97,8.36,47,North,0,88.76,22.47,23.32,159.57,339.35
2022,6,27,4,596.72,836.25,340.05,51.25,34.22,77.7,1339.42,352.72,77.02,161.3,18.99,34.11,226.09,80.07,9.86,468.37,241.09,211.09,852.47,20.19,48,North,0,48.77,7.78,31.8,216.59,165.41
2022,6,27,5,931.82,418.76,37.18,43.31,158,8.88,910.42,426.62,73.1,117.05,44.17,10.27,134.69,233.9,18.76,519.41,327.41,364.83,270.73,8.8,53,West,0,34.39,7.81,28.31,168.83,199.1
