OBJECTID,PARKING_SPACE_ID,POST_ID,MS_PAY_STATION_ID,MS_SPACE_NUM,SENSOR_FLAG,ON_OFFSTREET_TYPE,OSP_ID,JURISDICTION,PM_DISTRICT_ID,BLOCKFACE_ID,ACTIVE_METER_FLAG,REASON_CODE,SMART_METER_FLAG,METER_TYPE,METER_VENDOR,METER_MODEL,CAP_COLOR,PCO_BEAT,OLD_RATE_AREA,STREET_ID,STREET_NAME,STREET_NUM,PARITY_DIGIT_POSITION,STREET_SEG_CTRLN_ID,ORIENTATION,LONGITUDE,LATITUDE,LEGISLATION_REF,LEGISLATION_DT,WORK_ORDER,COMMENTS,COLLECTION_ROUTE,COLLECTION_SUBROUTE,PMR_ROUTE,NFC_KEY,SPT_CODE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,shape,data_as_of,data_loaded_at,analysis_neighborhood,supervisor_district,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts
176740,-,386-02048,386-02040,8,,ON,,SFMTA,1,386022,T,U8,,MS,MacKay,Elite,Black,,,386,DRUMM ST,204,,4972000,,-122.3966736996,37.7956969989,,,,,DPT MOS,DPT MOS,G-2,,,,,POINT (-122.3966737 37.795696999),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,108,108,6,3
179582,-,364-06380,-,0,,ON,,SFMTA,1,364062,T,U3,,SS,IPS,M5,Yellow,,,364,COMMERCIAL ST,638,,4314000,,-122.4044758991,37.7940743015,,,,,DPT MOS,DPT MOS,I-2,,,,,POINT (-122.404475899 37.794074301),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Chinatown,3,6,104,104,6,3
181667,-,611-04100,-,0,,ON,,SFMTA,24,611042,M,-,,SS,MacKay,mkBeacon,Red,,,611,PARNASSUS AVE,410,,10293000,,-122.4579649975,37.7635210016,,,,,123,123-2,A-3,,,Parnassas St: 300 - 700,Parnassas,POINT (-122.457964997 37.763521002),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Inner Sunset,7,14,110,110,7,11
182858,-,869-07490,869-07005,49,,ON,,PORT,2,869071,U,UC,,MS,MacKay,Elite,Grey,,,869,TERRY A FRANCOIS BLVD,749,,12532007,,-122.3866064378,37.765656233899996,,,,,,,Port 3,,,,,POINT (-122.386606438 37.765656234),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Potrero Hill,10,26,34,34,1,9
179957,-,415-16090,-,0,,ON,,SFMTA,5,415161,M,-,,SS,IPS,M5,Grey,,,415,FILLMORE ST,1609,,5547000,,-122.43307870230001,37.7847956018,,,,,102,102-53,C-3,,,Fillmore Flats: 1000 - 1500,Fillmore Flats:Post-Geary,POINT (-122.433078702 37.784795602),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Japantown,5,15,103,103,4,11
179429,-,552-06140,-,0,,ON,,SFMTA,2,552062,M,-,,SS,IPS,M5,Grey,,,552,LONG BRIDGE ST,614,,15000000,,-122.3919824491,37.7731759843,,,,,432,432-51,P-1,,,4th St: 1200-1700 China Basin,MISSION BAY,POINT (-122.391982449 37.773175984),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
179486,-,354-22380,-,0,,ON,,SFMTA,7,354224,T,UY,,SS,MacKay,mkBeacon,Grey,,,354,CHESTNUT ST,2238,,3981000,,-122.4407889099,37.8003021401,,,,,DPT MOS,DPT MOS,F-2,,,,,POINT (-122.44078891 37.80030214),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Marina,2,13,17,17,4,6
175963,-,490-06100,-,0,,ON,,SFMTA,24,490062,M,-,,SS,MacKay,mkBeacon,Grey,,,490,IRVING ST,610,,7284000,,-122.46462590040001,37.7641905983,,,,,121,121-2,A-4,,,Outer Irving St: 600 - 1000,Irving,POINT (-122.4646259 37.764190598),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Inner Sunset,7,14,109,109,10,11
182195,-,440-09200,-,0,,ON,,SFMTA,15,440092,M,-,,SS,IPS,M5,Yellow,,,440,GEARY ST,920,,6117000,,-122.4188942981,37.7860607997,,,,,113,113-2,E-3,,,Post - Geary - O Farrell,Post-Geary-Offarrell,POINT (-122.418894298 37.7860608),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,3,36,50,50,4,10
183612,-,869-05360,-,0,,ON,,PORT,2,869052,M,-,,SS,IPS,M5,Grey,,,869,TERRY A FRANCOIS BLVD,536,,12532004,,-122.38641524319999,37.769745975599996,,,,,610,610-1,Port 3,,,TERRY A FRANCOIS 400-500,TERRY A FRANCOIS 400-500,POINT (-122.386415243 37.769745976),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
176168,-,561-00012,561-00010,2,,ON,,SFMTA,1,561001,M,-,,MS,MacKay,Tango,Black,,,561,MAIN ST,1,,8627000,,-122.3962121026,37.7929653981,,,,,M-405,M405-1,M-1,,,Folsom St: Main St: Spear St:,"Main St: Unit, 200",POINT (-122.396212103 37.792965398),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,108,108,6,10
182763,-,206-05003,206-05003,0,,ON,,SFMTA,14,206051,P,,,MS,MacKay,Tango,Grey,,,206,06TH ST,500,,340000,,-122.40211677570001,37.775800009200005,,,,,M-407,M407-1,N-4,,,5th St: 600,"5th St St: 100, 600",POINT (-122.402116776 37.775800009),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
176755,-,561-02024,561-02020,4,,ON,,SFMTA,1,561022,U,U1,,MS,MacKay,Elite,Black,,,561,MAIN ST,202,,8629000,,-122.3933346008,37.7904623997,,,,,,,M-1,,,,,POINT (-122.393334601 37.7904624),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,108,108,1,10
178026,-,616-12230,-,0,,ON,,SFMTA,12,616121,M,-,,SS,IPS,M5,Yellow,,,616,POWELL ST,1223,,10690000,,-122.4101053977,37.7962123015,,,,,DPT MOS,DPT MOS,G-3,,,,,POINT (-122.410105398 37.796212301),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Chinatown,3,6,16,16,6,3
182676,-,606-06150,-,0,,ON,,SFMTA,12,606061,M,-,,SS,IPS,M5,Grey,,,606,PINE ST,615,,10465000,,-122.4063118991,37.7913606995,,,,,210,210-3,I-4,,,California: Unit - 900 Pine St,Pine: Unit - 600,POINT (-122.406311899 37.791360699),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,104,104,6,3
181543,-,691-18030,-,0,,ON,,SFMTA,8,691181,M,-,,SS,MacKay,mkBeacon,Black,,,691,UNION ST,1803,,12867000,,-122.4290648994,37.797844001,,,,,215,215-3,F-2,,,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,POINT (-122.429064899 37.797844001),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Marina,2,13,15,15,4,6
184444,-,841-00260,-,0,,ON,,PORT,11,841002,M,-,,SS,MacKay,mkBeacon,Grey,,,841,GREEN ST,26,,6438001,,-122.3999502023,37.800709298700006,,,,,606,606-5,Port 1,,,Green St; Vallejo St; Front St,Green,POINT (-122.399950202 37.800709299),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,77,77,6,3
185669,-,837-10690,-,0,,ON,,PORT,11,837101,M,-,,SS,IPS,M5,Grey,,,837,FRONT ST,1069,,5877000,,-122.40043949870001,37.8011330989,,,,,606,606-5,Port 1,,,Green St; Vallejo St; Front St,Green,POINT (-122.400439499 37.801133099),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,77,77,6,3
176872,-,500-03320,500-03004,32,,ON,,SFMTA,1,500032,T,UB,,MS,MacKay,Elite,Grey,,,500,JACKSON ST,332,,7363000,,-122.4015238517,37.7967159236,,,,,M-207,M207-1,G-2,,,Jackson St: 300 - 400,Jackson St: 300 - 400,POINT (-122.401523852 37.796715924),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Chinatown,3,6,106,106,6,3
175831,-,330-05100,-,0,,ON,,SFMTA,2,330052,M,-,,SS,IPS,M5,Grey,,,330,BRANNAN ST,510,,3080000,,-122.3969765992,37.7780942981,,,,,DPT MOS,DPT MOS,N-4,,,,,POINT (-122.396976599 37.778094298),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
179165,-,684-05065,684-05005,6,,ON,,SFMTA,14,684051,M,-,,MS,MacKay,Elite,Grey,,,684,TOWNSEND ST,543,,12665000,,-122.4003767378,37.772675543700004,,,,,M-419,M-419,S-1,,,Townsend St: 100 - 500,Townsend St. 300 - 500,POINT (-122.400376738 37.772675544),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
185480,-,372-04005,372-04005,0,,ON,,SFMTA,2,372041,P,-,,MS,MacKay,Tango,Grey,,,372,CHINA BASIN ST,431,,15024000,,-122.3889793155,37.77196367,,,,,M-432,M432-51,P-1,,,Channel St: 300,Mission Bay: 4th St; Long Bridge,POINT (-122.388979316 37.77196367),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
178407,-,700-11450,-,0,,ON,,SFMTA,4,700111,M,-,,SS,MacKay,mkBeacon,Grey,,,700,VALENCIA ST,1145,,13071000,,-122.4207487998,37.7541695022,,,,,301,301-1,R-4,,,Valencia 24th St 400 - 1200,Valencia: McCoppin - 24th St,POINT (-122.4207488 37.754169502),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
176889,-,568-00290,-,0,,ON,,SFMTA,1,568003,T,U5,,SS,IPS,M5,Grey,,,568,MISSION ST,29,,9083000,,-122.3933130984,37.7930237976,,,,,DPT MOS,DPT MOS,M-1,,,,,POINT (-122.393313098 37.793023798),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,108,108,1,10
182231,-,684-04713,684-04013,7,,ON,,SFMTA,14,684041,M,-,,MS,MacKay,Tango,Black,,,684,TOWNSEND ST,471,,12664000,,-122.398042973,37.7745134851,,,,,M-419,M-419,N-4,,,Townsend St: 100 - 500,Townsend St. 300 - 500,POINT (-122.398042973 37.774513485),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
175904,-,208-01320,-,0,,ON,,SFMTA,14,208012,M,-,,SS,IPS,M5,Yellow,,,208,08TH ST,132,,407000,,-122.4124548004,37.7767710023,,,,,DPT MOS,DPT MOS,N-2,,,,,POINT (-122.4124548 37.776771002),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
182566,-,723-00010,-,0,,ON,,SFMTA,12,723001,U,U9,,-,-,-,-,,,723,WENTWORTH PL,1,,13573000,,-122.4060893152,37.7952790034,,,,,,,G-3,,,,,POINT (-122.406089315 37.795279003),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Chinatown,3,6,104,104,6,3
178158,-,720-02080,720-02002,8,,ON,,SFMTA,1,720022,M,-,,MS,MacKay,Elite,Grey,,,720,WASHINGTON ST,208,,13405000,,-122.3985936024,37.796179097999996,,,,,M-222,M222-2,G-2,,,Washington St: 200 - 400,"Washington St: 200, 300, 500",POINT (-122.398593602 37.796179098),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,77,77,6,3
174868,-,109-13110,-,0,,ON,,SFMTA,24,109131,M,-,,SS,MacKay,mkBeacon,Yellow,,,109,09TH AVE,1311,,432000,,-122.46636369800001,37.7636556987,,,,,121,121-1,A-4,,,Outer Irving St: 600 - 1000,Irving (Outer),POINT (-122.466363698 37.763655699),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Inner Sunset,7,14,109,109,10,11
179281,-,667-00510,-,0,,ON,,SFMTA,14,667001,U,UX,,SS,IPS,M5,Grey,,,667,SOUTH VAN NESS AVE,51,,12015101,,-122.4186900982,37.7737468005,,,,,,,N-1,,,,,POINT (-122.418690098 37.7737468),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,6,20,32,32,1,10
177004,-,526-02370,-,0,,ON,,SFMTA,42,526021,M,-,,SS,MacKay,mkBeacon,Grey,,,526,KANSAS ST,237,,7726000,,-122.40359263980001,37.7663034861,,,,,433,433-1,S-1,,,ShowPlace Square,Showplace square,POINT (-122.40359264 37.766303486),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,33,33,1,9
175205,-,225-13240,225-13002,24,,ON,,SFMTA,44,225132,M,-,,MS,MacKay,Tango,Yellow,,,225,25TH ST,1324,,1409000,,-122.3921116571,37.752643577,,,,,M-434,M434-1,W-1,,,Dogpatch,Dogpatch,POINT (-122.392111657 37.752643577),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Potrero Hill,10,26,54,54,2,9
184675,-,331-06006,331-06006,0,,ON,,SFMTA,2,331062,P,,,MS,MacKay,Tango,Grey,,,331,BRYANT ST,600,,3285000,,-122.3988776986,37.7790484995,,,,,M-430,M430-2,N-4,,,Harrison St: 600,Harrison St: 600 Stillman St: 10,POINT (-122.398877699 37.779048499),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
180911,-,360-02160,-,0,,ON,,SFMTA,9,360022,M,-,,SS,IPS,M5,Green,,,360,CLEMENT ST,216,,4152000,,-122.46181919770001,37.783141802,,,,,125,125-2,B-1,,,Clement St: Unit - 1100,Clement,POINT (-122.461819198 37.783141802),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Inner Richmond,1,11,5,5,8,4
177762,-,490-22050,-,0,,ON,,SFMTA,24,490221,M,-,,SS,MacKay,mkBeacon,Grey,,,490,IRVING ST,2205,,7300000,,-122.4816310999,37.7632971992,,,,,120,120-1,A-5,,,Inner Irving St: 1800 - 2500,Outer Irving,POINT (-122.4816311 37.763297199),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Sunset/Parkside,4,35,39,39,10,7
178827,-,725-03410,-,0,,ON,,SFMTA,10,725031,M,-,,SS,IPS,M5,Grey,,,725,WEST PORTAL AVE,341,,13579101,,-122.46967690230001,37.7373014026,,,,,320,320-2,A-1,,,West Portal Ave: Unit - 300,West Portal,POINT (-122.469676902 37.737301403),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,West of Twin Peaks,7,41,46,46,10,8
185907,-,363-07004,363-07004,0,,ON,,SFMTA,12,363072,P,,,MS,MacKay,Tango,Grey,,,,COLUMBUS AVE,700,,4298000,,-122.4117081014,37.801464200900007,,,,,M-202,M202-3,G-4,,,Columbus,Columbus 000 - 200,POINT (-122.411708101 37.801464201),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,North Beach,3,23,106,106,6,3
178775,-,658-03170,-,0,,ON,,SFMTA,2,658031,M,-,,SS,IPS,M5,Yellow,,,658,SPEAR ST,317,,12047000,,-122.3903494027,37.789681698100004,,,,,DPT MOS,DPT MOS,M-1,,,,,POINT (-122.390349403 37.789681698),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,30,30,1,10
185509,-,908-00030,-,0,,OFF,,SFMTA,21,440572,M,-,,SS,MacKay,mkBeacon,Grey,,,440,GEARY BLVD,5732,,6078201,,-122.4809384027,37.7805238989,,,,,911,911,B-3,,,Geary St at 21st: Lot,Geary at 21st Lot,POINT (-122.480938403 37.780523899),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Outer Richmond,1,29,8,8,8,4
182498,-,825-07190,-,0,,ON,,PORT,11,825071,M,-,,SS,IPS,M5,Grey,,,825,DAVIS ST,719,,4610000,,-122.3989329019,37.7996789002,,,,,615,615-1,Port 1,,,Grant Street Port,Davis/Front/Union Streets | 700/1000/Unit,POINT (-122.398932902 37.7996789),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,77,77,6,3
177136,-,336-13100,-,0,,ON,,SFMTA,15,336132,M,-,,SS,IPS,M5,Grey,,,336,BUSH ST,1310,,3443000,,-122.4191108977,37.788912401400005,,,,,114,114-2,D-1,,,Bush: 1100 - 1500,Bush: 1100- 1500,POINT (-122.419110898 37.788912401),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Nob Hill,3,21,50,50,4,3
185598,-,446-00006,446-00006,0,,ON,,SFMTA,3,446002,P,,,MS,MacKay,Tango,Yellow,,,,GROVE ST,6,,6552000,,-122.4171248001,37.778728098500004,,,,,M-401,M401-2,J-4,,,Grove St: Fulton St: McAlliste,"Grove St: Unit, 100, 300",POINT (-122.4171248 37.778728098),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,21,21,4,10
180808,-,440-07300,-,0,,ON,,SFMTA,13,440072,M,-,,SS,IPS,M5,Grey,,,440,GEARY ST,730,,6115000,,-122.4159313009,37.7864384995,,,,,113,113-2,E-2,,,Post - Geary - O Farrell,Post-Geary-Offarrell,POINT (-122.415931301 37.786438499),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,3,36,50,50,6,10
180823,-,581-12340,-,0,,ON,,SFMTA,25,581122,M,-,,SS,IPS,M5,Grey,,,581,NORIEGA ST,1234,,9653000,,-122.47732779729999,37.7542712026,,,,,322,322-1,A-2,,,Noriega St: 1200 - 1400,Noriega,POINT (-122.477327797 37.754271203),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Sunset/Parkside,4,35,39,39,10,7
183744,-,830-06410,-,0,,ON,,PORT,11,830061,M,-,,SS,IPS,M5,Grey,,,830,EMBARCADERO NORTH,641,,12556102,,-122.3999614005,37.801545801500005,,,,,613,613-1,Port 1,,,Embarcadero North Port,Embarcadero North | Unit-600,POINT (-122.3999614 37.801545801),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,77,77,6,3
176095,-,324-11200,324-11004,20,,ON,,SFMTA,12,324112,M,-,,MS,MacKay,Tango,Black,,,324,BATTERY ST,1120,,2767000,,-122.40157379930001,37.8015747023,,,,,M-205,M205-1,G-1,,,Battery St: Sansome St: Hallec,Battery St: 500 - 1100,POINT (-122.401573799 37.801574702),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,77,77,6,3
178671,-,720-08210,-,0,,ON,,SFMTA,12,720081,M,-,,SS,IPS,M5,Yellow,,,720,WASHINGTON ST,821,,13415000,,-122.40715430280001,37.795018098199996,,,,,DPT MOS,DPT MOS,G-3,,,,,POINT (-122.407154303 37.795018098),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Chinatown,3,6,104,104,6,3
182172,-,651-02040,-,0,,ON,,SFMTA,1,651022,M,-,,SS,IPS,M5,Yellow,,,651,SANSOME ST,204,,11544000,,-122.40090629800001,37.7923323018,,,,,205,205-2,I-2,,,Sansome St: Unit-800 Battery S,Sansome: Unit - 800,POINT (-122.400906298 37.792332302),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,108,108,6,3
177894,-,720-17390,-,0,,ON,,SFMTA,15,720171,M,-,,SS,IPS,M5,Grey,,,720,WASHINGTON ST,1739,,13432000,,-122.4220343993,37.7931077004,,,,,116,116-1,D-2,,,Sacramento 1600-1700,Sacramento 1600- 1700,POINT (-122.422034399 37.7931077),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Russian Hill,3,32,105,105,4,3
177690,-,470-12430,-,0,,ON,,SFMTA,14,470121,M,-,,SS,IPS,M5,Grey,,,470,HOWARD ST,1243,,7051000,,-122.4124860984,37.775412200800005,,,,,DPT MOS,DPT MOS,N-2,,,,,POINT (-122.412486098 37.775412201),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
184576,-,551-00006,551-00006,0,,ON,,SFMTA,,551002,P,,,MS,MacKay,Tango,Grey,,,551,LAPU-LAPU ST,6,,,,-122.398597,37.781926999999996,,,,,M-429,M429-2,M-2,,,Herrison St 500,Harrison 400-800,POINT (-122.398597 37.781927),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
181228,-,420-03450,-,0,,ON,,SFMTA,2,420031,M,-,,SS,IPS,M5,Grey,,,420,FREMONT ST,345,,5864000,,-122.392382601,37.7871488993,,,,,DPT MOS,DPT MOS,M-1,,,,,POINT (-122.392382601 37.787148899),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,30,30,1,10
181767,-,666-12410,-,0,,ON,,SFMTA,15,666121,M,-,,SS,IPS,M5,Grey,,,666,SUTTER ST,1241,,12330000,,-122.421097453,37.7875698084,,,,,114,114-1,D-1,,,Bush: 1100 - 1500,Bush: 1100-1500,POINT (-122.421097453 37.787569808),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Nob Hill,3,21,50,50,4,3
179355,-,500-07450,-,0,,ON,,SFMTA,12,500071,M,-,,SS,IPS,M5,Yellow,,,500,JACKSON ST,745,,7378000,,-122.4080643986,37.7958053992,,,,,DPT MOS,DPT MOS,G-3,,,,,POINT (-122.408064399 37.795805399),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Chinatown,3,6,104,104,6,3
181580,-,650-33350,-,0,,ON,,SFMTA,19,650331,M,-,,SS,MacKay,mkBeacon,Grey,,,650,SACRAMENTO ST,3335,,11265000,,-122.44837920159999,37.7879554004,,,,,103,103-3,C-2,,,Divisadero St: Sacramento St,Divisadero - Sacramento,POINT (-122.448379202 37.7879554),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Presidio Heights,2,31,10,10,8,6
177562,-,415-16060,-,0,,ON,,SFMTA,5,415162,M,-,,SS,IPS,M5,Green,,,415,FILLMORE ST,1606,,5547000,,-122.43290870050001,37.784713302600004,,,,,102,102-53,C-3,,,Fillmore Flats: 1000 - 1500,Fillmore Flats:Post-Geary,POINT (-122.4329087 37.784713303),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Japantown,5,15,101,101,4,11
183852,-,664-11050,664-11001,5,,ON,,SFMTA,12,664111,M,-,,MS,MacKay,Elite,Red,,,664,STOCKTON ST,1105,,12207000,,-122.4084235017,37.796241699599996,,,,,M-206,M206-3,G-3,,,Stockton St: Green St:Vallejo,Vallejo St: 600,POINT (-122.408423502 37.7962417),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Chinatown,3,6,104,104,6,3
175373,-,223-12060,223-12002,6,,ON,,SFMTA,44,223122,M,-,,MS,MacKay,Tango,Grey,,,223,23RD ST,1206,,1238000,,-122.3921754755,37.7551968402,,,,,M-434,M434-1,W-1,,,Dogpatch,Dogpatch,POINT (-122.392175475 37.75519684),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Potrero Hill,10,26,54,54,2,9
176688,-,524-03770,-,0,,ON,,SFMTA,2,524031,M,-,,SS,IPS,M5,Grey,,,524,KING ST,377,,7834101,,-122.3957713989,37.7746398979,,,,,DPT MOS,DPT MOS,N-4,,,,,POINT (-122.395771399 37.774639898),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
175687,-,123-02950,-,0,,ON,,SFMTA,21,123021,M,-,,SS,IPS,M5,Grey,,,123,23RD AVE,295,,1212000,,-122.4828178992,37.7823059977,,,,,127,127-2,B-4,,,Clement St: 1800 - 2400,Clement (Outer),POINT (-122.482817899 37.782305998),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Outer Richmond,1,29,8,8,8,4
179152,-,324-00240,-,0,,ON,,SFMTA,1,324002,T,U9,,SS,IPS,M5,Yellow,,,324,BATTERY ST,24,,2752000,,-122.3996292983,37.7919921976,,,,,DPT MOS,DPT MOS,I-1,,,,,POINT (-122.399629298 37.791992198),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,108,108,6,3
175743,-,212-03120,-,0,,ON,,SFMTA,14,212032,M,-,,SS,MacKay,mkBeacon,Black,,,212,12TH ST,312,,545000,,-122.41460247559999,37.770684143800004,,,,,408,408-3,N-1,,,9th St: Unit - 300 10th St,S Van Ness Unit,POINT (-122.414602476 37.770684144),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,6,20,32,32,1,10
185173,-,501-01004,501-01004,0,,ON,,SFMTA,1,501012,P,,,MS,MacKay,Tango,Yellow,,,501,JESSIE ST,100,,7517000,,-122.400521,37.788351999999996,,,,,M-422,M422-1,M-2,,,Natoma St:,Jessie St,POINT (-122.400521 37.788352),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,108,108,6,10
181829,-,593-08240,-,0,,ON,,SFMTA,15,593082,M,-,,SS,MacKay,mkBeacon,Green,,,593,O'FARRELL ST,824,,9734000,,-122.418828299,37.7851160978,,,,,113,113-3,E-4,,,Post - Geary - O Farrell,Ofarrell 100-800 Post 900-700,POINT (-122.418828299 37.785116098),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,20,20,5,10
179412,-,330-07580,-,0,,ON,,SFMTA,14,330072,M,-,,SS,MacKay,mkBeacon,Yellow,,,330,BRANNAN ST,758,,3086000,,-122.4026760028,37.7735921991,,,,,418,418-2,S-1,,,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,POINT (-122.402676003 37.773592199),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
181131,-,339-04300,-,0,,ON,,SFMTA,2,339042,M,-,,SS,IPS,M5,Grey,,,339,BERRY ST,430,,2956004,,-122.3986773879,37.7716781803,,,,,DPT MOS,DPT MOS,N-4,,,,,POINT (-122.398677388 37.77167818),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
179729,-,552-07150,-,0,,ON,,SFMTA,2,552071,M,-,,SS,IPS,M5,Grey,,,552,LONG BRIDGE ST,715,,15003000,,-122.3936758632,37.7715809792,,,,,432,432-51,P-1,,,4th St: 1200-1700 China Basin,MISSION BAY,POINT (-122.393675863 37.771580979),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
182047,-,600-05050,600-05001,5,,ON,,SFMTA,12,600051,M,-,,MS,MacKay,Tango,Black,,,600,PACIFIC AVE,505,,10122000,,-122.40387089900001,37.797233899,,,,,M-207,M207-3,G-3,,,Jackson St: 300 - 400,Pacific St: 300 - 500,POINT (-122.403870899 37.797233899),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Chinatown,3,6,106,106,6,3
182453,-,691-16050,-,0,,ON,,SFMTA,8,691161,M,-,,SS,MacKay,mkBeacon,Grey,,,691,UNION ST,1605,,12865000,,-122.4259182994,37.7982441028,,,,,215,215-1,F-2,,,Union St:1500-2200 Fillmore St,Union,POINT (-122.425918299 37.798244103),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Marina,2,13,15,15,4,6
176540,-,585-09120,-,0,,ON,,SFMTA,6,585092,M,-,,SS,IPS,M5,Red,,,585,NORTH POINT ST,912,,9696000,,-122.42255569780001,37.8054945999,,,,,201,201-51,F-1,,,Fishermans Wharf,Fishermans Wharf,POINT (-122.422555698 37.8054946),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Russian Hill,2,32,98,98,6,6
