collision_id,unique_id,case_id_pkey,collision_date,collision_time,accident_year,month,day_of_week,time_cat,hour_of_day,time_of_day,season,location_id,weather_id,road_id,party_id,severity_id
59898,54902,210147238.0,2021 March 06,21:24:00,2021,March,Saturday,6:01 pm to 10:00 pm,21,Night,Spring,35923,2,3,57660,14
59899,35863,180188756.0,2018 March 12,15:28:00,2018,March,Monday,2:01 pm to 6:00 pm,15,Afternoon,Spring,35924,1,2,57659,4
59900,57120,210123090.0,2021 February 23,21:51:00,2021,February,Tuesday,6:01 pm to 10:00 pm,21,Night,Winter,2631,2,3,57649,1
59901,58471,220347309.0,2022 May 27,15:12:00,2022,May,Friday,2:01 pm to 6:00 pm,15,Afternoon,Spring,35925,2,1,57649,1
59902,34781,180277995.0,2018 April 15,03:32:00,2018,April,Sunday,2:01 am to 6:00 am,3,Night,Spring,16567,2,33,57607,2
59903,57256,220012637.0,2022 January 06,18:08:00,2022,January,Thursday,6:01 pm to 10:00 pm,18,Evening,Winter,35926,1,12,57649,1
59904,82282,230700286.0,2023 September 29,12:29:00,2023,September,Friday,10:01 am to 2:00 pm,12,Afternoon,Fall,35430,2,1,57660,1
59905,35400,180156098.0,2018 February 27,20:53:00,2018,February,Tuesday,6:01 pm to 10:00 pm,20,Evening,Winter,35927,2,3,57660,8
59906,24011,180759266.0,2018 October 07,08:29:00,2018,October,Sunday,6:01 am to 10:00 am,8,Morning,Fall,9393,2,1,57622,1
59907,85241,240121127.0,2024 February 24,01:28:00,2024,February,Saturday,10:01 pm to 2:00 am,1,Night,Winter,35928,2,3,57408,4
59908,85650,240324105.0,2024 May 23,16:20:00,2024,May,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Spring,35929,2,2,57653,10
59909,56210,210443252.0,2021 July 13,20:16:00,2021,July,Tuesday,6:01 pm to 10:00 pm,20,Evening,Summer,35930,2,12,57616,2
59910,82320,230724060.0,2023 October 09,02:01:00,2023,October,Monday,2:01 am to 6:00 am,2,Night,Fall,2673,2,12,57508,1
59911,85507,240240062.0,2024 April 17,09:56:00,2024,April,Wednesday,6:01 am to 10:00 am,9,Morning,Spring,35931,2,1,57649,1
59912,85204,240213558.0,2024 April 04,22:54:00,2024,April,Thursday,10:01 pm to 2:00 am,22,Night,Spring,35932,2,104,57622,1
59913,83835,230692730.0,2023 September 26,15:31:00,2023,September,Tuesday,2:01 pm to 6:00 pm,15,Afternoon,Fall,35933,2,1,57660,1
59914,59886,220708397.0,2022 October 15,09:37:00,2022,October,Saturday,6:01 am to 10:00 am,9,Morning,Fall,35934,2,2,57658,1
59915,60069,220046197.0,2022 January 21,14:06:00,2022,January,Friday,2:01 pm to 6:00 pm,14,Afternoon,Winter,35935,2,1,57660,8
59916,84075,230788367.0,2023 November 04,16:15:00,2023,November,Saturday,2:01 pm to 6:00 pm,16,Afternoon,Fall,1719,2,1,57636,1
59917,56893,210807197.0,2021 December 07,01:38:00,2021,December,Tuesday,10:01 pm to 2:00 am,1,Night,Winter,4014,4,13,57659,1
59918,86947,240672960.0,2024 October 26,04:45:00,2024,October,Saturday,2:01 am to 6:00 am,4,Night,Fall,10078,2,3,57191,8
59919,82764,230364280.0,2023 May 26,18:59:00,2023,May,Friday,6:01 pm to 10:00 pm,18,Evening,Spring,35936,2,1,57659,2
59920,85927,240398520.0,2024 June 26,15:05:00,2024,June,Wednesday,2:01 pm to 6:00 pm,15,Afternoon,Summer,35937,2,33,57607,1
59921,56030,210629979.0,2021 September 28,08:30:00,2021,September,Tuesday,6:01 am to 10:00 am,8,Morning,Fall,20903,2,1,57660,1
59922,54713,210109846.0,2021 February 18,05:17:00,2021,February,Thursday,2:01 am to 6:00 am,5,Morning,Winter,35938,2,75,57137,1
59923,4787,180143421.0,2018 February 22,22:59:00,2018,February,Thursday,10:01 pm to 2:00 am,22,Night,Winter,35939,2,325,57660,1
59924,86021,240238409.0,2024 April 16,14:56:00,2024,April,Tuesday,2:01 pm to 6:00 pm,14,Afternoon,Spring,35940,2,1,57590,2
59925,84169,230198766.0,2023 March 21,10:26:00,2023,March,Tuesday,10:01 am to 2:00 pm,10,Morning,Spring,1402,4,16,57649,1
59926,86170,240469212.0,2024 July 27,19:45:00,2024,July,Saturday,6:01 pm to 10:00 pm,19,Evening,Summer,35941,2,2,57658,8
59927,85601,240294398.0,2024 May 10,12:38:00,2024,May,Friday,10:01 am to 2:00 pm,12,Afternoon,Spring,8174,2,1,57622,2
59928,55572,210320155.0,2021 May 24,16:14:00,2021,May,Monday,2:01 pm to 6:00 pm,16,Afternoon,Spring,35942,2,1,57649,1
59929,86035,240246662.0,2024 April 19,18:01:00,2024,April,Friday,6:01 pm to 10:00 pm,18,Evening,Spring,35943,2,1,57066,1
59930,55884,210583654.0,2021 September 10,06:35:00,2021,September,Friday,6:01 am to 10:00 am,6,Morning,Fall,18710,70,366,57621,2
59931,55350,210227614.0,2021 April 13,14:42:00,2021,April,Tuesday,2:01 pm to 6:00 pm,14,Afternoon,Spring,3028,2,23,57649,1
59932,85311,240195081.0,2024 March 27,14:36:00,2024,March,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Spring,2329,1,1,57603,2
59933,86235,240492081.0,2024 August 06,21:52:00,2024,August,Tuesday,6:01 pm to 10:00 pm,21,Night,Summer,23559,2,3,57621,1
59934,86257,240500913.0,2024 August 11,00:12:00,2024,August,Sunday,10:01 pm to 2:00 am,0,Night,Summer,35944,2,12,57408,2
59935,58345,220305288.0,2022 May 10,13:00:00,2022,May,Tuesday,10:01 am to 2:00 pm,13,Afternoon,Spring,35945,2,2,57584,8
59936,81882,230263240.0,2023 April 16,01:40:00,2023,April,Sunday,10:01 pm to 2:00 am,1,Night,Spring,35946,2,12,57576,1
59937,34563,180057220.0,2018 January 22,12:03:00,2018,January,Monday,10:01 am to 2:00 pm,12,Afternoon,Winter,35947,2,1,57659,1
59938,54661,210069886.0,2021 January 31,19:55:00,2021,January,Sunday,6:01 pm to 10:00 pm,19,Evening,Winter,706,2,3,57659,14
59939,82655,230298811.0,2023 April 30,00:49:00,2023,April,Sunday,10:01 pm to 2:00 am,0,Night,Spring,35948,2,12,57496,2
59940,58264,220417269.0,2022 June 25,06:05:00,2022,June,Saturday,6:01 am to 10:00 am,6,Morning,Summer,20868,2,23,57658,1
59941,85887,240381246.0,2024 June 18,18:50:00,2024,June,Tuesday,6:01 pm to 10:00 pm,18,Evening,Summer,35949,2,1,57658,8
59942,56354,210453427.0,2021 July 18,02:15:00,2021,July,Sunday,2:01 am to 6:00 am,2,Night,Summer,18226,3,3,57659,1
59943,86164,240467385.0,2024 July 26,19:00:00,2024,July,Friday,6:01 pm to 10:00 pm,19,Evening,Summer,25921,2,9,57581,1
59944,85555,240249882.0,2024 April 21,12:10:00,2024,April,Sunday,10:01 am to 2:00 pm,12,Afternoon,Spring,33989,2,1,57649,1
59945,85531,240225070.0,2024 April 10,12:15:00,2024,April,Wednesday,10:01 am to 2:00 pm,12,Afternoon,Spring,1348,2,1,57659,1
59946,81826,230248173.0,2023 April 10,09:28:00,2023,April,Monday,6:01 am to 10:00 am,9,Morning,Spring,35950,1,1,57532,2
59947,9154,180478290.0,2018 June 26,19:00:00,2018,June,Tuesday,6:01 pm to 10:00 pm,19,Evening,Summer,17300,2,1,57649,4
59948,85652,240323527.0,2024 May 23,12:40:00,2024,May,Thursday,10:01 am to 2:00 pm,12,Afternoon,Spring,35951,2,20,57406,8
59949,86027,240430122.0,2024 July 10,14:50:00,2024,July,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Summer,35952,2,1,57490,2
59950,56685,210640486.0,2021 October 02,10:00:00,2021,October,Saturday,6:01 am to 10:00 am,10,Morning,Fall,35953,2,2,57614,2
59951,59805,220847826.0,2022 December 11,09:09:00,2022,December,Sunday,6:01 am to 10:00 am,9,Morning,Winter,35954,2,4,57658,1
59952,55745,210523280.0,2021 August 16,13:00:00,2021,August,Monday,10:01 am to 2:00 pm,13,Afternoon,Summer,22945,2,1,57603,1
59953,25317,180224598.0,2018 March 26,11:04:00,2018,March,Monday,10:01 am to 2:00 pm,11,Morning,Spring,35955,2,2,57622,4
59954,86904,240656839.0,2024 October 18,17:20:00,2024,October,Friday,2:01 pm to 6:00 pm,17,Evening,Fall,35956,2,1,57603,3
59955,57653,220146139.0,2022 March 04,18:20:00,2022,March,Friday,6:01 pm to 10:00 pm,18,Evening,Spring,35957,12,12,57590,2
59956,21071,180259664.0,2018 April 08,15:50:00,2018,April,Sunday,2:01 pm to 6:00 pm,15,Afternoon,Spring,35958,2,2,57660,1
59957,58347,220218697.0,2022 April 04,05:04:00,2022,April,Monday,2:01 am to 6:00 am,5,Morning,Spring,3485,2,3,57658,1
59958,82715,230339619.0,2023 May 16,20:36:00,2023,May,Tuesday,6:01 pm to 10:00 pm,20,Evening,Spring,1446,2,3,57649,2
59959,85538,240231936.0,2024 April 13,14:24:00,2024,April,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Spring,801,2,1,57659,2
59960,55120,210240393.0,2021 April 19,13:08:00,2021,April,Monday,10:01 am to 2:00 pm,13,Afternoon,Spring,35959,2,40,57659,1
59961,61461,200779437.0,2020 December 26,23:14:00,2020,December,Saturday,10:01 pm to 2:00 am,23,Night,Winter,1341,2,3,57659,8
59962,8768,180277707.0,2018 April 14,23:39:00,2018,April,Saturday,10:01 pm to 2:00 am,23,Night,Spring,35960,1,3,57659,1
59963,86318,240507931.0,2024 August 14,03:00:00,2024,August,Wednesday,2:01 am to 6:00 am,3,Night,Summer,35961,9,7,57658,10
59964,56305,210480696.0,2021 July 29,16:56:00,2021,July,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Summer,553,2,44,57622,2
59965,87681,240320705.0,2024 May 22,08:05:00,2024,May,Wednesday,6:01 am to 10:00 am,8,Morning,Spring,7351,2,2,57660,2
59966,56444,210675778.0,2021 October 15,17:40:00,2021,October,Friday,2:01 pm to 6:00 pm,17,Evening,Fall,35962,2,105,57123,1
59967,55440,210330358.0,2021 May 28,18:10:00,2021,May,Friday,6:01 pm to 10:00 pm,18,Evening,Spring,4359,2,1,57581,2
59968,55038,210346452.0,2021 June 04,13:19:00,2021,June,Friday,10:01 am to 2:00 pm,13,Afternoon,Summer,35963,2,8,57556,2
59969,84488,230711534.0,2023 October 03,18:35:00,2023,October,Tuesday,6:01 pm to 10:00 pm,18,Evening,Fall,35964,2,33,57658,1
59970,84809,240047084.0,2024 January 22,10:04:00,2024,January,Monday,10:01 am to 2:00 pm,10,Morning,Winter,5247,7,16,57659,8
59971,57831,220213861.0,2022 April 01,18:59:00,2022,April,Friday,6:01 pm to 10:00 pm,18,Evening,Spring,35965,2,2,57660,1
59972,85693,240317570.0,2024 May 22,20:22:00,2024,May,Wednesday,6:01 pm to 10:00 pm,20,Evening,Spring,35966,2,33,57659,1
59973,9008,180642724.0,2018 August 26,01:24:00,2018,August,Sunday,10:01 pm to 2:00 am,1,Night,Summer,35967,2,3,57636,1
59974,83715,230624517.0,2023 September 01,09:38:00,2023,September,Friday,6:01 am to 10:00 am,9,Morning,Fall,35968,1,16,57408,1
59975,32443,180978331.0,2018 December 28,21:49:00,2018,December,Friday,6:01 pm to 10:00 pm,21,Night,Winter,35969,2,3,57649,1
59976,36174,5762322.0,2012 June 28,16:55:00,2012,June,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Summer,6855,1,2,57621,2
59977,86633,240573409.0,2024 September 12,05:50:00,2024,September,Thursday,2:01 am to 6:00 am,5,Morning,Fall,35970,2,3,56446,6
59978,86513,240526414.0,2024 August 22,13:00:00,2024,August,Thursday,10:01 am to 2:00 pm,13,Afternoon,Summer,35971,2,1,57660,1
59979,86233,240491566.0,2024 August 06,17:32:00,2024,August,Tuesday,2:01 pm to 6:00 pm,17,Evening,Summer,35972,2,2,57496,1
59980,57360,220059714.0,2022 January 27,12:20:00,2022,January,Thursday,10:01 am to 2:00 pm,12,Afternoon,Winter,17941,2,1,57584,8
59981,57817,220134758.0,2022 February 28,12:19:00,2022,February,Monday,10:01 am to 2:00 pm,12,Afternoon,Winter,35973,2,1,57658,1
59982,84487,230806759.0,2023 November 13,08:50:00,2023,November,Monday,6:01 am to 10:00 am,8,Morning,Fall,35974,2,102,57614,2
59983,83844,230699560.0,2023 September 29,02:02:00,2023,September,Friday,2:01 am to 6:00 am,2,Night,Fall,35975,1,12,57408,2
59984,55157,210274104.0,2021 May 04,23:45:00,2021,May,Tuesday,10:01 pm to 2:00 am,23,Night,Spring,24243,2,12,57659,1
59985,83264,230861286.0,2023 December 08,10:26:00,2023,December,Friday,10:01 am to 2:00 pm,10,Morning,Winter,25919,2,1,56954,2
59986,84070,230786167.0,2023 November 03,17:18:00,2023,November,Friday,2:01 pm to 6:00 pm,17,Evening,Fall,33876,2,1,57649,21
59987,85979,240415378.0,2024 July 03,18:40:00,2024,July,Wednesday,6:01 pm to 10:00 pm,18,Evening,Summer,34197,2,1,57660,8
59988,86014,240260775.0,2024 April 25,15:50:00,2024,April,Thursday,2:01 pm to 6:00 pm,15,Afternoon,Spring,35976,5,5,57569,1
59989,86030,240241662.0,2024 April 17,18:00:00,2024,April,Wednesday,2:01 pm to 6:00 pm,18,Evening,Spring,35977,2,2,57302,2
59990,13900,180399806.0,2018 May 29,14:50:00,2018,May,Tuesday,2:01 pm to 6:00 pm,14,Afternoon,Spring,35978,2,1,57659,1
59991,59026,220502365.0,2022 July 28,22:50:00,2022,July,Thursday,10:01 pm to 2:00 am,22,Night,Summer,35979,71,7,57583,1
59992,55021,210003038.0,2021 January 02,14:30:00,2021,January,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Winter,35980,7,4,57607,1
59993,55725,210511586.0,2021 August 11,16:34:00,2021,August,Wednesday,2:01 pm to 6:00 pm,16,Afternoon,Summer,17413,2,2,57659,8
59994,32027,180836654.0,2018 November 03,23:00:00,2018,November,Saturday,10:01 pm to 2:00 am,23,Night,Fall,11962,2,3,57622,4
59995,82403,230796990.0,2023 November 08,15:30:00,2023,November,Wednesday,2:01 pm to 6:00 pm,15,Afternoon,Fall,24353,2,1,57658,8
59996,43654,180387469.0,2018 May 24,16:45:00,2018,May,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Spring,35981,2,2,57658,4
59997,54489,210023393.0,2021 January 11,15:10:00,2021,January,Monday,2:01 pm to 6:00 pm,15,Afternoon,Winter,20481,2,1,57123,1
59998,55401,210364078.0,2021 June 11,17:30:00,2021,June,Friday,2:01 pm to 6:00 pm,17,Evening,Summer,3358,2,1,57659,1
59999,58696,220534653.0,2022 August 10,14:53:00,2022,August,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Summer,35982,2,2,57649,1
60000,21846,180715882.0,2018 September 21,08:58:00,2018,September,Friday,6:01 am to 10:00 am,8,Morning,Fall,16242,2,1,57655,2
60001,54780,210159879.0,2021 March 12,19:53:00,2021,March,Friday,6:01 pm to 10:00 pm,19,Evening,Spring,35983,2,3,57622,2
60002,85585,240277714.0,2024 May 02,21:37:00,2024,May,Thursday,6:01 pm to 10:00 pm,21,Night,Spring,35984,2,3,57649,2
60003,83536,230553154.0,2023 August 06,12:34:00,2023,August,Sunday,10:01 am to 2:00 pm,12,Afternoon,Summer,22637,2,2,57659,2
60004,58250,220316558.0,2022 May 15,02:48:00,2022,May,Sunday,2:01 am to 6:00 am,2,Night,Spring,295,2,3,57659,1
60005,34806,180307138.0,2018 April 25,17:30:00,2018,April,Wednesday,2:01 pm to 6:00 pm,17,Evening,Spring,35985,2,2,57649,1
60006,84796,240036651.0,2024 January 17,12:30:00,2024,January,Wednesday,10:01 am to 2:00 pm,12,Afternoon,Winter,963,2,1,57636,1
60007,54560,210094253.0,2021 February 11,09:29:00,2021,February,Thursday,6:01 am to 10:00 am,9,Morning,Winter,35986,2,2,57454,1
60008,84994,240147634.0,2024 March 06,17:34:00,2024,March,Wednesday,2:01 pm to 6:00 pm,17,Evening,Spring,35987,2,2,57660,4
60009,86546,240572859.0,2024 September 11,20:00:00,2024,September,Wednesday,6:01 pm to 10:00 pm,20,Evening,Fall,2405,70,13,57659,1
60010,86284,240455299.0,2024 July 21,14:40:00,2024,July,Sunday,2:01 pm to 6:00 pm,14,Afternoon,Summer,8482,2,44,57556,2
60011,55790,210537394.0,2021 August 22,13:37:00,2021,August,Sunday,10:01 am to 2:00 pm,13,Afternoon,Summer,35988,2,2,57496,2
60012,30724,180557173.0,2018 July 26,16:44:00,2018,July,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Summer,35989,2,2,57557,1
60013,82308,230695483.0,2023 September 27,14:59:00,2023,September,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Fall,10324,2,1,57660,14
60014,86695,240546042.0,2024 August 30,20:34:00,2024,August,Friday,6:01 pm to 10:00 pm,20,Evening,Summer,1887,2,3,57660,1
60015,85539,240232768.0,2024 April 14,01:39:00,2024,April,Sunday,10:01 pm to 2:00 am,1,Night,Spring,35990,4,7,57607,2
60016,55854,210568026.0,2021 September 03,17:44:00,2021,September,Friday,2:01 pm to 6:00 pm,17,Evening,Fall,4717,2,1,57078,2
60017,30983,180974066.0,2018 December 27,14:43:00,2018,December,Thursday,2:01 pm to 6:00 pm,14,Afternoon,Winter,35991,2,2,57607,1
60018,45328,180114767.0,2018 February 12,10:05:00,2018,February,Monday,10:01 am to 2:00 pm,10,Morning,Winter,35992,2,2,57607,1
60019,55676,210375003.0,2021 June 16,10:49:00,2021,June,Wednesday,10:01 am to 2:00 pm,10,Morning,Summer,35993,2,1,57645,4
60020,58068,220368010.0,2022 June 05,10:27:00,2022,June,Sunday,10:01 am to 2:00 pm,10,Morning,Summer,35994,7,16,57649,12
60021,54876,210178722.0,2021 March 22,22:30:00,2021,March,Monday,10:01 pm to 2:00 am,22,Night,Spring,35995,2,12,57654,2
60022,87614,240283501.0,2024 May 05,19:36:00,2024,May,Sunday,6:01 pm to 10:00 pm,19,Evening,Spring,35996,2,1,57659,8
60023,59887,220709129.0,2022 October 15,14:43:00,2022,October,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Fall,35997,2,1,57659,1
60024,84808,240047012.0,2024 January 22,10:10:00,2024,January,Monday,10:01 am to 2:00 pm,10,Morning,Winter,35998,4,4,57660,10
60025,86117,240449010.0,2024 July 18,15:02:00,2024,July,Thursday,2:01 pm to 6:00 pm,15,Afternoon,Summer,635,2,1,57660,1
60026,56428,210655811.0,2021 October 08,08:12:00,2021,October,Friday,6:01 am to 10:00 am,8,Morning,Fall,3048,2,1,57649,2
60027,56949,210738285.0,2021 November 09,17:41:00,2021,November,Tuesday,2:01 pm to 6:00 pm,17,Evening,Fall,295,2,3,57658,1
60028,87658,240312906.0,2024 May 18,18:09:00,2024,May,Saturday,6:01 pm to 10:00 pm,18,Evening,Spring,35999,1,1,57406,1
60029,84046,230775665.0,2023 October 30,12:50:00,2023,October,Monday,10:01 am to 2:00 pm,12,Afternoon,Fall,36000,2,2,57658,8
60030,82481,230824193.0,2023 November 21,13:54:00,2023,November,Tuesday,10:01 am to 2:00 pm,13,Afternoon,Fall,21786,2,1,57603,14
60031,86033,240266240.0,2024 April 27,23:30:00,2024,April,Saturday,10:01 pm to 2:00 am,23,Night,Spring,36001,2,3,57660,2
60032,55019,210182240.0,2021 March 23,16:14:00,2021,March,Tuesday,2:01 pm to 6:00 pm,16,Afternoon,Spring,17654,2,1,57659,2
60033,31330,180091024.0,2018 February 02,20:34:00,2018,February,Friday,6:01 pm to 10:00 pm,20,Evening,Winter,36002,3,187,57658,1
60034,86275,240375700.0,2024 June 16,00:57:00,2024,June,Sunday,10:01 pm to 2:00 am,0,Night,Summer,36003,2,12,57524,2
60035,55338,210387161.0,2021 June 21,11:04:00,2021,June,Monday,10:01 am to 2:00 pm,11,Morning,Summer,18930,2,146,57658,2
60036,13143,180195416.0,2018 March 14,20:00:00,2018,March,Wednesday,6:01 pm to 10:00 pm,20,Evening,Spring,36004,2,3,57649,2
60037,85593,240285353.0,2024 May 06,16:07:00,2024,May,Monday,2:01 pm to 6:00 pm,16,Afternoon,Spring,31497,2,1,57659,10
60038,56357,210483333.0,2021 July 30,18:27:00,2021,July,Friday,6:01 pm to 10:00 pm,18,Evening,Summer,18282,2,2,57621,1
60039,82202,230601173.0,2023 August 23,16:46:00,2023,August,Wednesday,2:01 pm to 6:00 pm,16,Afternoon,Summer,36005,2,8,57581,1
60040,84575,230811134.0,2023 November 15,10:57:00,2023,November,Wednesday,10:01 am to 2:00 pm,10,Morning,Fall,36006,2,2,57408,2
60041,85815,240364606.0,2024 June 11,03:55:00,2024,June,Tuesday,2:01 am to 6:00 am,3,Night,Summer,36007,2,3,57496,13
60042,82659,230302274.0,2023 May 01,13:54:00,2023,May,Monday,10:01 am to 2:00 pm,13,Afternoon,Spring,528,2,1,57659,1
60043,86399,240537853.0,2024 August 27,14:31:00,2024,August,Tuesday,2:01 pm to 6:00 pm,14,Afternoon,Summer,36008,2,1,57659,4
60044,83894,230720278.0,2023 October 07,09:00:00,2023,October,Saturday,6:01 am to 10:00 am,9,Morning,Fall,36009,2,2,57649,2
60045,24043,180244988.0,2018 April 02,20:09:00,2018,April,Monday,6:01 pm to 10:00 pm,20,Evening,Spring,36010,2,3,57658,1
60046,57989,220216209.0,2022 April 02,22:38:00,2022,April,Saturday,10:01 pm to 2:00 am,22,Night,Spring,36011,2,3,57496,8
60047,83858,230701121.0,2023 September 29,17:11:00,2023,September,Friday,2:01 pm to 6:00 pm,17,Evening,Fall,36012,1,2,57660,1
60048,1693,180856975.0,2018 November 11,11:25:00,2018,November,Sunday,10:01 am to 2:00 pm,11,Morning,Fall,12463,2,1,57649,4
60049,84081,230789456.0,2023 November 05,03:10:00,2023,November,Sunday,2:01 am to 6:00 am,3,Night,Fall,6577,2,3,57659,12
60050,14960,180955555.0,2018 December 19,22:09:00,2018,December,Wednesday,10:01 pm to 2:00 am,22,Night,Winter,11994,2,3,57659,12
60051,13045,180742409.0,2018 October 01,07:39:00,2018,October,Monday,6:01 am to 10:00 am,7,Morning,Fall,36013,2,23,57659,1
60052,58891,220616041.0,2022 September 10,02:17:00,2022,September,Saturday,2:01 am to 6:00 am,2,Night,Fall,3668,1,3,57659,2
60053,85244,240131784.0,2024 February 28,13:52:00,2024,February,Wednesday,10:01 am to 2:00 pm,13,Afternoon,Winter,8396,2,1,57595,4
60054,56268,210468448.0,2021 July 24,16:39:00,2021,July,Saturday,2:01 pm to 6:00 pm,16,Afternoon,Summer,3091,2,2,57622,4
60055,56878,210773617.0,2021 November 23,14:25:00,2021,November,Tuesday,2:01 pm to 6:00 pm,14,Afternoon,Fall,297,2,2,56515,1
60056,35929,180488023.0,2018 July 01,14:48:00,2018,July,Sunday,2:01 pm to 6:00 pm,14,Afternoon,Summer,13072,1,1,57636,2
60057,87630,240293403.0,2024 May 09,23:10:00,2024,May,Thursday,10:01 pm to 2:00 am,23,Night,Spring,29223,2,3,56568,1
60058,35560,180128702.0,2018 February 17,14:00:00,2018,February,Saturday,10:01 am to 2:00 pm,14,Afternoon,Winter,36014,2,1,57659,2
60059,86386,240462573.0,2024 July 24,17:55:00,2024,July,Wednesday,2:01 pm to 6:00 pm,17,Evening,Summer,36015,2,2,57252,1
60060,55471,210216601.0,2021 April 08,02:27:00,2021,April,Thursday,2:01 am to 6:00 am,2,Night,Spring,36016,2,3,57607,4
60061,58198,220416396.0,2022 June 25,12:40:00,2022,June,Saturday,10:01 am to 2:00 pm,12,Afternoon,Summer,36017,2,2,57649,1
60062,57389,220072512.0,2022 February 02,08:30:00,2022,February,Wednesday,6:01 am to 10:00 am,8,Morning,Winter,5270,2,1,57649,1
60063,85711,240341513.0,2024 May 31,13:37:00,2024,May,Friday,10:01 am to 2:00 pm,13,Afternoon,Spring,36018,2,1,57649,2
60064,40512,180210876.0,2018 March 20,19:24:00,2018,March,Tuesday,6:01 pm to 10:00 pm,19,Evening,Spring,36019,4,13,57622,4
60065,86995,240683638.0,2024 October 31,11:41:00,2024,October,Thursday,10:01 am to 2:00 pm,11,Morning,Fall,36020,2,44,57572,2
60066,82453,230813061.0,2023 November 16,11:30:00,2023,November,Thursday,10:01 am to 2:00 pm,11,Morning,Fall,8189,2,1,57603,21
60067,59751,220787818.0,2022 November 16,00:45:00,2022,November,Wednesday,10:01 pm to 2:00 am,0,Night,Fall,3675,2,3,57660,1
60068,9843,180190121.0,2018 March 13,05:54:00,2018,March,Tuesday,2:01 am to 6:00 am,5,Morning,Spring,36021,4,7,57622,1
60069,84865,240034003.0,2024 January 16,06:54:00,2024,January,Tuesday,6:01 am to 10:00 am,6,Morning,Winter,30902,1,46,57649,4
60070,84479,230664121.0,2023 September 15,19:21:00,2023,September,Friday,6:01 pm to 10:00 pm,19,Evening,Fall,36022,2,3,57658,10
60071,16273,180901843.0,2018 November 29,13:45:00,2018,November,Thursday,10:01 am to 2:00 pm,13,Afternoon,Fall,36023,7,37,57622,4
60072,56876,210794469.0,2021 December 01,22:24:00,2021,December,Wednesday,10:01 pm to 2:00 am,22,Night,Winter,2915,2,12,57659,4
60073,17537,180067031.0,2018 January 26,15:53:00,2018,January,Friday,2:01 pm to 6:00 pm,15,Afternoon,Winter,36024,2,1,57660,2
60074,84048,230774811.0,2023 October 30,05:29:00,2023,October,Monday,2:01 am to 6:00 am,5,Morning,Fall,4437,2,3,57649,1
60075,60103,220561816.0,2022 August 20,22:00:00,2022,August,Saturday,6:01 pm to 10:00 pm,22,Night,Summer,36025,2,12,57660,1
60076,85973,240412631.0,2024 July 02,16:31:00,2024,July,Tuesday,2:01 pm to 6:00 pm,16,Afternoon,Summer,36026,2,1,57649,1
60077,85474,240215601.0,2024 April 05,19:32:00,2024,April,Friday,6:01 pm to 10:00 pm,19,Evening,Spring,21461,2,3,57660,1
60078,11515,180687009.0,2018 September 11,01:55:00,2018,September,Tuesday,10:01 pm to 2:00 am,1,Night,Fall,36027,2,3,57660,3
60079,85579,240265474.0,2024 April 27,15:31:00,2024,April,Saturday,2:01 pm to 6:00 pm,15,Afternoon,Spring,3196,2,1,57659,14
60080,56809,210740741.0,2021 November 10,17:16:00,2021,November,Wednesday,2:01 pm to 6:00 pm,17,Evening,Fall,36028,2,12,57658,1
60081,57448,220095859.0,2022 February 11,16:30:00,2022,February,Friday,2:01 pm to 6:00 pm,16,Afternoon,Winter,36029,2,1,57621,2
60082,82371,230735681.0,2023 October 13,12:30:00,2023,October,Friday,10:01 am to 2:00 pm,12,Afternoon,Fall,963,2,47,57455,2
60083,81970,230339681.0,2023 May 16,21:15:00,2023,May,Tuesday,6:01 pm to 10:00 pm,21,Night,Spring,5454,2,3,56541,1
60084,85873,240340515.0,2024 May 31,02:38:00,2024,May,Friday,2:01 am to 6:00 am,2,Night,Spring,36030,2,79,57619,1
60085,55915,210597893.0,2021 September 15,15:47:00,2021,September,Wednesday,2:01 pm to 6:00 pm,15,Afternoon,Fall,17437,2,1,57581,2
60086,82635,230281957.0,2023 April 23,14:03:00,2023,April,Sunday,2:01 pm to 6:00 pm,14,Afternoon,Spring,837,2,1,57659,2
60087,86004,240411558.0,2024 July 03,09:40:00,2024,July,Wednesday,6:01 am to 10:00 am,9,Morning,Summer,33777,2,1,57649,1
60088,59971,220742668.0,2022 October 28,13:36:00,2022,October,Friday,10:01 am to 2:00 pm,13,Afternoon,Fall,36031,2,1,57659,1
60089,59753,220789375.0,2022 November 16,14:55:00,2022,November,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Fall,4458,2,1,57603,1
60090,56120,210500846.0,2021 August 07,08:20:00,2021,August,Saturday,6:01 am to 10:00 am,8,Morning,Summer,4007,2,1,57659,1
